"","Fecha","CHORRILLOS","ACOBAMBA","MINA.COLQUI"
"370","1/10/2011",0.036719128,7.478044987,24.02943039
"371","1/11/2011",1.58e-05,120.1770554,156.9656525
"372","1/12/2011",0.014163271,153.4672546,208.7293549
"373","1/01/2012",0.269902855,93.54820251,184.5305786
"374","1/02/2012",0.18852599,163.8887939,202.5812531
"375","1/03/2012",0.339124292,208.8927765,245.634201
"376","1/04/2012",0.002604243,141.6095123,207.1851807
"377","1/05/2012",0.125609919,9.455622673,25.66243172
"378","1/06/2012",0.163509712,0.088767618,0.68283242
"379","1/07/2012",0.29013297,0.006525909,0
"380","1/08/2012",0.586936653,0.224497437,1.390658379
"381","1/09/2012",0.266956031,36.043293,90.56091309
"382","1/10/2012",0.057754982,75.66712189,99.29878235
"383","1/11/2012",0,72.88781738,129.7801514
"384","1/12/2012",0.371891171,111.3953552,174.1739044
"385","1/01/2013",0.31246531,73.11587524,155.3298187
"386","1/02/2013",1.653230548,193.2500458,212.5049286
"387","1/03/2013",1.673253655,199.9371338,232.3598175
"388","1/04/2013",0.032040447,36.15162659,60.19260406
"389","1/05/2013",0.183295935,21.32943916,41.44931793
"390","1/06/2013",0.189611241,0.343455255,1.057642221
"391","1/07/2013",0.618215322,1.171642542,3.397243977
"392","1/08/2013",1.652393103,2.935391665,14.98804569
"393","1/09/2013",0.413657308,1.679662347,5.450949669
"394","1/10/2013",0.070673041,59.24180603,116.2733688
"395","1/11/2013",0.201125026,72.15428925,103.8504257
"396","1/12/2013",0.310743481,101.3954849,153.8081512
"397","1/01/2014",0.965107501,170.3231049,267.2200317
"398","1/02/2014",0.491278768,101.6968155,147.705246
"399","1/03/2014",0.740645766,185.7989044,261.0948792
"400","1/04/2014",0,70.67726898,85.36831665
"401","1/05/2014",0.170755416,11.56537437,22.27943611
"402","1/06/2014",0.155894861,0.342553854,0.522072375
"403","1/07/2014",0.656221807,1.145781517,4.406337738
"404","1/08/2014",2.649422884,7.723646164,18.64306641
"405","1/09/2014",0.284459919,14.59727478,44.25907898
"406","1/10/2014",0.150025815,71.58537292,118.3951569
"407","1/11/2014",0.507344425,94.62793732,108.2009354
"408","1/12/2014",0.205624968,113.0712585,170.5918579
"409","1/01/2015",0.344537824,179.6298523,270.3306274
"410","1/02/2015",0.338411421,118.295311,141.0945282
"411","1/03/2015",0.267401665,211.3425903,201.6764832
"412","1/04/2015",0.035543527,92.69911957,111.4486847
"413","1/05/2015",0.12132822,5.990503311,19.82329941
"414","1/06/2015",0,1.912449479,3.045616388
"415","1/07/2015",0.702399492,0.691519678,1.612370253
"416","1/08/2015",0.608543098,5.955043793,21.3237381
"417","1/09/2015",0.145825103,10.85584354,37.11345291
"418","1/10/2015",0.110736921,47.91514206,82.90589905
"419","1/11/2015",0.175803661,86.44387817,127.4710541
"420","1/12/2015",0.215002328,92.01206207,134.1931763
"421","1/01/2016",0.111069784,52.67929459,81.70275879
"422","1/02/2016",0.275936544,169.7773895,227.1903229
"423","1/03/2016",0.203462183,146.7578125,187.283905
"424","1/04/2016",0.046225391,86.55596161,114.8941879
"425","1/05/2016",0.06872312,3.659767628,8.85132122
"426","1/06/2016",0.042236026,0.470898271,1.183913827
"427","1/07/2016",0.10504321,0.378408611,0.52551657
"428","1/08/2016",0.212891117,0.173858792,0.416592181
"429","1/09/2016",0.402973861,22.1149044,51.99293518
"430","1/10/2016",0.014655743,11.5644846,37.31345749
"431","1/11/2016",0.042078871,0.953561246,1.401632905
"432","1/12/2016",0.262809217,85.70211792,124.3485794
