Fecha,CHORRILLOS,ACOBAMBA,MINA.COLQUI,PUCRO,TINGO,SHEQUE,LA.QUISHA,CARAMPOMA
1/12/1996,0.280371398,52.08040237,67.28310394,86.42113495,43.23070145,43.23070145,43.23070145,34.61801529
1/01/1997,0.449313581,126.6146851,175.9667816,135.2403717,97.79178619,97.79178619,97.79178619,58.01278687
1/02/1997,0.028970791,198.7067108,201.0094147,190.7694855,153.4070129,153.4070129,153.4070129,99.09573364
1/03/1997,0.042895313,39.36255264,57.66581726,54.10434341,33.18903732,33.18903732,33.18903732,12.99629021
1/04/1997,0.002469659,33.07145691,52.57291031,36.35602951,27.24245262,27.24245262,27.24245262,11.7240696
1/05/1997,0.100850776,3.590511084,7.728406906,16.09657288,3.14046073,3.14046073,3.14046073,2.708486557
1/06/1997,0.097066022,0.066047683,0.175183967,0.410853505,0.070189714,0.070189714,0.070189714,0.010731689
1/07/1997,0.07912758,0.701111197,2.19430542,4.75297308,1.721651912,1.721651912,1.721651912,0.369197816
1/08/1997,1.491774797,1.766795039,9.511954308,27.94630241,4.213576317,4.213576317,4.213576317,0.493710458
1/09/1997,1.659664392,28.92368889,52.70862198,52.82538223,24.3120842,24.3120842,24.3120842,13.25442505
1/10/1997,0.003089374,32.79720688,65.30877686,48.55760956,46.02093887,46.02093887,46.02093887,19.91463852
1/11/1997,0.805354297,109.8117294,132.4029388,81.53330231,66.51655579,66.51655579,66.51655579,40.41466522
1/12/1997,0.060821764,173.1842651,189.7536621,183.5059204,150.282196,150.282196,150.282196,137.2073059
1/01/1998,1.265639186,314.836853,345.4440002,183.8763275,225.6027985,225.6027985,225.6027985,171.7806244
1/02/1998,1.391692638,198.8251038,161.6762543,134.6545715,162.7151031,162.7151031,162.7151031,139.8641663
1/03/1998,0.067623965,304.5661621,265.3600159,146.4317322,210.9057465,210.9057465,210.9057465,158.6300201
1/04/1998,0.00939036,55.40886688,56.63801956,45.68992996,30.22606659,30.22606659,30.22606659,21.65348816
1/05/1998,0.296823442,0.574944198,0.874791741,0.518924236,0.316247493,0.316247493,0.316247493,0.12349537
1/06/1998,0.292477071,0.247224882,0.68379873,2.291872025,0.456827044,0.456827044,0.456827044,0.099718131
1/07/1998,0.080089033,0.115388945,0.117360368,0.271281093,0.12993221,0.12993221,0.12993221,0.15168497
1/08/1998,0.362032861,1.979182482,9.155716896,13.92935276,4.379176617,4.379176617,4.379176617,0.601832986
1/09/1998,0.237999231,8.708325386,30.95064926,46.48106003,11.46462059,11.46462059,11.46462059,2.59797883
1/10/1998,0,33.62919998,73.39820862,72.26325226,34.33555222,34.33555222,34.33555222,14.13582039
1/11/1998,0,36.50501251,64.84733582,57.70781326,28.46948624,28.46948624,28.46948624,13.72241211
1/12/1998,0.151682511,42.0454216,37.20059204,45.80220795,31.03573036,31.03573036,31.03573036,40.7155304
1/01/1999,0.257970154,174.9465637,227.4571381,135.8769684,128.3977814,128.3977814,128.3977814,81.17584991
1/02/1999,1.595866084,317.7436523,327.5572205,263.8288269,294.9534607,294.9534607,294.9534607,203.1000671
1/03/1999,0.063154645,176.8492126,200.932373,120.538887,151.4367981,151.4367981,151.4367981,87.2822876
1/04/1999,0,124.068428,138.7797394,86.25640869,73.65537262,73.65537262,73.65537262,43.05146408
1/05/1999,0.175389498,32.30456543,53.67020798,53.91662979,25.33825111,25.33825111,25.33825111,12.52542591
1/06/1999,0.034620192,1.068693638,2.715682745,5.521004677,1.728951335,1.728951335,1.728951335,0.838834226
1/07/1999,0.080888562,0.720975637,2.200993776,7.048246861,1.224106908,1.224106908,1.224106908,0.373262674
1/08/1999,0.156212181,1.726261616,9.331989288,17.84762383,3.613052845,3.613052845,3.613052845,0.343645036
1/09/1999,0.245555088,25.85622978,53.87222672,49.236866,22.7660675,22.7660675,22.7660675,7.064680576
1/10/1999,0,87.91592407,128.5325012,91.63185883,80.90111542,80.90111542,80.90111542,40.67264175
1/11/1999,0.047996353,67.62592316,105.9711533,72.35163116,50.58014679,50.58014679,50.58014679,20.42465591
